title,year,genre,duration,country,language,director,writer,production_company,actors,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics
Idlewild,2006,"Crime, Drama, Musical",121,USA,English,Bryan Barber,Bryan Barber,Atlas Entertainment,"André Benjamin, Big Boi, Paula Patton, Terrence Howard, Faizon Love, Malinda Williams, Cicely Tyson, Macy Gray, Ben Vereen, Paula Jai Parker, Bobb'e J. Thompson, Patti LaBelle, Ving Rhames, Jackie Long, Oscar Dillon",6.2,5023,15000000,12571185,12643027,55.0,94.0,82.0
12 and Holding,2005,Drama,94,USA,English,Michael Cuesta,Anthony Cipriano,Serenade Films,"Conor Donovan, Jesse Camacho, Zoe Weizenbaum, Jeremy Renner, Annabella Sciorra, Jayne Atkinson, Linus Roache, Marcia DeBonis, Tom McGowan, Michael C. Fuchs, Martin Campetta, Joseph Foster, Max Miner, Noelle 'Parker' Present, Jessica Sorto",7.5,6531,400000,96464,119195,65.0,51.0,62.0
Annapolis,2006,"Drama, Romance, Sport",108,USA,English,Justin Lin,David Collard,Touchstone Pictures,"James Franco, Macka Foley, Jim Parrack, Donnie Wahlberg, Brian Goodman, Billy Finnigan, Jordana Brewster, Katie Hein, Jimmy Lin, Charles Napier, Heather Henderson, Vicellous Shannon, Roger Fan, McCaleb Burnett, Wilmer Calderon",5.9,19760,26000000,17127992,17496992,37.0,146.0,88.0
Factotum,2005,"Comedy, Drama, Romance",94,"Norway, USA, Germany, France, Italy",English,Bent Hamer,"Charles Bukowski, Bent Hamer",Bulbul Films,"Matt Dillon, Lili Taylor, Didier Flamand, Fisher Stevens, Marisa Tomei, Adrienne Shelly, Karen Young, Thomas Lyons, Dean Brewington, James Cada, James Michael Detmar, Kurt Schweickhardt, Dee Noah, James Noah, Michael Egan",6.6,13392,1000000,808221,2708087,71.0,84.0,119.0
Harry Potter and the Half-Blood Prince,2009,"Action, Adventure, Family",153,"UK, USA",English,David Yates,"Steve Kloves, J.K. Rowling",Warner Bros.,"Daniel Radcliffe, Michael Gambon, Dave Legeno, Elarica Johnson, Jim Broadbent, Geraldine Somerville, Bonnie Wright, Julie Walters, Rupert Grint, Emma Watson, Helena Bonham Carter, Helen McCrory, Timothy Spall, Alan Rickman, Oliver Phelps",7.6,430646,250000000,302305431,934326396,78.0,1022.0,394.0
Wu ji,2005,"Action, Drama, Fantasy",121,"China, South Korea, USA",Mandarin,Kaige Chen,"Kaige Chen, Tan Cheung",21 Century Shengkai Film,"Dong-Gun Jang, Hiroyuki Sanada, Cecilia Cheung, Nicholas Tse, Ye Liu, Hong Chen, Qian Cheng, Calvin Yu, Chun-Xiao, Xiaotong Guan, Shi Lei, Peng Lu, Toby Leonard Moore, Qian Po, Anthony Brandon Wong",5.6,8771,33600000,669625,30995924,53.0,133.0,86.0
Transformers,2007,"Action, Adventure, Sci-Fi",144,USA,"English, Spanish",Michael Bay,"Roberto Orci, Alex Kurtzman",DreamWorks,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson, Rachael Taylor, Anthony Anderson, Jon Voight, John Turturro, Michael O'Neill, Kevin Dunn, Julie White, Amaury Nolasco, Zack Ward, Luis Echagarruga, Patrick Mulderrig",7.0,576216,150000000,319246193,709709780,61.0,1840.0,392.0
Dreamer: Inspired by a True Story,2005,"Drama, Family, Sport",106,USA,English,John Gatins,John Gatins,DreamWorks,"Kurt Russell, Dakota Fanning, Kris Kristofferson, Elisabeth Shue, David Morse, Freddy Rodríguez, Luis Guzmán, Oded Fehr, Ken Howard, Holmes Osborne, Antonio Badrani, John Moyer, Kayren Butler, Tommy Barnes, Frank Hoyt Taylor",6.8,11553,32000000,32751093,38741732,59.0,111.0,75.0
Flags of Our Fathers,2006,"Action, Adventure, Drama",135,USA,English,Clint Eastwood,"William Broyles Jr., Paul Haggis",DreamWorks,"Ryan Phillippe, Jesse Bradford, Adam Beach, John Benjamin Hickey, John Slattery, Barry Pepper, Jamie Bell, Paul Walker, Robert Patrick, Neal McDonough, Melanie Lynskey, Tom McCarthy, Chris Bauer, Judith Ivey, Myra Turley",7.1,112739,90000000,33602376,65900249,79.0,428.0,283.0
Jarhead,2005,"Action, Biography, Drama",125,"USA, UK, Germany","English, Spanish, Arabic, Latin",Sam Mendes,"William Broyles Jr., Anthony Swofford",Universal Pictures,"Jake Gyllenhaal, Scott MacDonald, Peter Sarsgaard, Jamie Foxx, Ming Lo, Lucas Black, Kevin Foster, Brian Geraghty, Damion Poitier, Riad Galayini, Craig Coyne, Katherine Randolph, Rini Bell, Dendrie Taylor, James Morrison",7.0,164113,72000000,62658220,96889998,58.0,673.0,270.0
Junebug,2005,"Comedy, Drama",106,USA,English,Phil Morrison,Angus MacLachlan,Junebug Movie,"Embeth Davidtz, David Kuhn, Alessandro Nivola, Alicia Van Couvering, Jerry Minor, Matt Besser, Will Oldham, Frank Hoyt Taylor, Scott Wilson, Ben McKenzie, Celia Weston, Amy Adams, Bobby Tisdale, Beth Bostic, Joanne Pankow",6.9,21478,1000000,2678691,3399228,80.0,202.0,138.0
Land of the Dead,2005,"Horror, Sci-Fi, Thriller",93,"USA, France, Canada","English, Spanish, Italian, Polish, French",George A. Romero,George A. Romero,Universal Pictures,"Simon Baker, John Leguizamo, Dennis Hopper, Asia Argento, Robert Joy, Eugene Clark, Joanne Boland, Tony Nappo, Jennifer Baxter, Boyd Banks, Jasmin Geljo, Maxwell McCabe-Lokos, Tony Munch, Shawn Roberts, Pedro Miguel Arce",6.2,88317,15000000,20700082,46770602,71.0,670.0,269.0
La tigre e la neve,2005,"Comedy, Drama, Romance",114,Italy,"Italian, English, Arabic, French",Roberto Benigni,"Roberto Benigni, Vincenzo Cerami",Melampo Cinematografica,"Roberto Benigni, Jean Reno, Nicoletta Braschi, Tom Waits, Emilia Fox, Gianfranco Varetto, Giuseppe Battiston, Lucia Poli, Chiara Pirri, Anna Pirri, Andrea Renzi, Abdelhafid Metalsi, Amid Farid, Mohmed Hedi Bahri, Franco Barbero",7.1,12959,35000000,10167,25460023,22.0,41.0,48.0
Wah-Wah,2005,"Comedy, Drama",120,"UK, France, South Africa",English,Richard E. Grant,Richard E. Grant,Scion Films,"Gabriel Byrne, Emily Watson, Julie Walters, Nicholas Hoult, Miranda Richardson, Zac Fox, Celia Imrie, Julian Wadham, Fenella Woolgar, John Matshikiza, Sid Mitchell, John Carlisle, Mathokoza Sibiya, Sindisiswe Nxumalo, Michael Richard",6.8,2830,7000000,234750,2846148,61.0,53.0,38.0
The Three Burials of Melquiades Estrada,2005,"Adventure, Crime, Drama",121,"France, USA, Mexico","English, Spanish",Tommy Lee Jones,Guillermo Arriaga,EuropaCorp,"Tommy Lee Jones, Barry Pepper, Julio Cesar Cedillo, Dwight Yoakam, January Jones, Melissa Leo, Levon Helm, Mel Rodriguez, Cecilia Suárez, Ignacio Guadalupe, Vanessa Bauche, Irineo Alvarez, Guillermo Arriaga, Josh Berry, Rodger Boyce",7.4,37422,15000000,5027684,9045364,77.0,212.0,176.0
Dead Man's Shoes,2004,"Crime, Drama, Thriller",90,UK,English,Shane Meadows,"Paddy Considine, Shane Meadows",Warp Films,"Paddy Considine, Gary Stretch, Toby Kebbell, Stuart Wolfenden, Neil Bell, Paul Sadot, Seamus O'Neill, Jo Hartley, Paul Hurstfield, Emily Aston, George Newton, Craig Considine, Matt Considine, Andrew Shim, Arthur Meadows",7.6,46921,862287,6408,203450,52.0,247.0,103.0
Doom,2005,"Action, Adventure, Fantasy",105,"UK, Czech Republic, Germany, USA","English, Japanese",Andrzej Bartkowiak,"Dave Callaham, Wesley Strick",John Wells Productions,"Karl Urban, Rosamund Pike, Deobia Oparei, Ben Daniels, Razaaq Adoti, Richard Brake, Al Weaver, Dexter Fletcher, Brian Steele, Dwayne Johnson, Yao Chin, Robert Russell, Daniel York, Ian Hughes, Sara Houghton",5.2,101401,60000000,28212337,55987321,34.0,855.0,238.0
Find Me Guilty,2006,"Biography, Comedy, Crime",125,"Germany, USA",English,Sidney Lumet,"Sidney Lumet, T.J. Mancini",Yari Film Group Releasing,"Vin Diesel, Alex Rocco, Frank Pietrangolare, Richard DeDomenico, Jerry Grayson, Tony Ray Rossi, Vinny Vella, Paul Borghese, Frank Adonis, Nicholas A. Puccio, Frankie Perrone, Salvatore Paul Piro, Peter Dinklage, Richard Portnow, James Biberi",7.0,31421,13000000,1173643,2636637,65.0,112.0,100.0
Garçon stupide,2004,"Comedy, Drama, Romance",94,"Switzerland, France","French, Portuguese",Lionel Baier,"Lionel Baier, Laurent Guido",Saga-Productions,"Pierre Chatagny, Natacha Koutchoumov, Rui Alves, Khaled Khouri, Mikele D., Hervé D., Joëlle Rübli, Vincent Verselle, Laurent Guido, Rachel Noël, Robin Harsch, Marianne Bruchez, Michel Rochat, Marlyse Bonvin, Ursula Meier",6.0,1135,140000,151702,170399,56.0,20.0,19.0
Holly,2006,Drama,114,"USA, France, Israel, Cambodia","English, Khmer, Vietnamese",Guy Moshe,"Guy Jacobson, Guy Moshe",Priority Films,"Ron Livingston, Chris Penn, Udo Kier, Virginie Ledoyen, Jacquie Nguyen, Sahajak Boonthanakit, Srey Cham, Kosal Dang, Mudha Dann, Kun Daravann, Sethy Dy, Adi Ezroni, Hugh Kirk, Trungta Kositchimongkol, Lina",6.8,786,3000000,166620,166620,51.0,16.0,33.0
In the Land of Women,2007,"Comedy, Drama, Romance",97,USA,English,Jonathan Kasdan,Jonathan Kasdan,Castle Rock Entertainment,"Elena Anaya, Adam Brody, Kelsey Keel, Danielle Savre, Gia Mantegna, Rob Reinis, JoBeth Williams, Makenzie Vega, Kristen Stewart, Meg Ryan, Olympia Dukakis, Dustin Milligan, Graham Wardle, Elise Gatien, Christine Danielle",6.4,30258,10000000,11052958,17562071,47.0,80.0,80.0
The Kite Runner,2007,Drama,128,"USA, China, UK, Afghanistan","Dari, English, Pushto, Russian, Urdu",Marc Forster,"David Benioff, Khaled Hosseini",DreamWorks,"Khalid Abdalla, Atossa Leoni, Shaun Toub, Sayed Jafar Masihullah Gharibzada, Zekeria Ebrahimi, Ahmad Khan Mahmoodzada, Mir Mahmood Shah Hashimi, Homayoun Ershadi, Nabi Tanha, Elham Ehsas, Bahram Ehsas, Tamim Nawabi, Mohamad Nabi Attai, Mohamad Nadir Sarwari, Mustafa Haidari",7.6,75133,20000000,15800078,74634825,61.0,241.0,204.0
The Marine,2006,"Action, Comedy, Drama",92,USA,"English, Arabic",John Bonito,"Michelle Gallagher, Michelle Gallagher",Twentieth Century Fox,"John Cena, Robert Patrick, Kelly Carlson, Anthony Ray Parker, Abigail Bianca, Jerome Ehlers, Manu Bennett, Damon Gibson, Drew Powell, Frank Carlopio, Firass Dirani, Remi Broadway, Steve Harman, Damien Bryson, Robert Coleby",4.7,31189,20000000,18844784,22164661,45.0,300.0,83.0
Mr. Woodcock,2007,"Comedy, Romance, Sport",87,USA,English,Craig Gillespie,"Michael Carnes, Josh Gilbert",New Line Cinema,"Billy Bob Thornton, Seann William Scott, Susan Sarandon, Amy Poehler, Melissa Sagemiller, Ethan Suplee, Jacob Davich, Kyley Baldridge, Alec George, Joseph Michael Sargent, M.C. Gainey, Brent Briscoe, Dave Kuhr, Lisa K. Wyatt, Kurt Fuller",5.1,34139,22000000,25799486,33621851,41.0,86.0,84.0
Nine Lives,2005,Drama,115,USA,"English, Spanish, American Sign Language",Rodrigo García,Rodrigo García,Mockingbird Pictures,"Elpidia Carrillo, Aomawa Baker, Miguel Sandoval, Mary Pat Dowhy, Andy Umberger, K Callan, Chelsea Rendon, Robin Wright, Jason Isaacs, Sydney Tamiia Poitier, LisaGay Hamilton, Holly Hunter, Stephen Dillane, Daniel Edward Mora, Molly Parker",6.7,6354,500000,478830,1591523,80.0,71.0,60.0
A Prairie Home Companion,2006,"Comedy, Drama, Music",105,USA,"English, Norwegian",Robert Altman,"Garrison Keillor, Garrison Keillor",Picturehouse,"Marylouise Burke, Woody Harrelson, L.Q. Jones, Tommy Lee Jones, Garrison Keillor, Kevin Kline, Lindsay Lohan, Virginia Madsen, John C. Reilly, Maya Rudolph, Tim Russell, Sue Scott, Meryl Streep, Lily Tomlin, Tom Keith",6.7,21210,10000000,20342852,25986072,75.0,281.0,205.0
Sommersturm,2004,"Comedy, Drama, Romance",98,Germany,German,Marco Kreuzpaintner,"Thomas Bahmann, Marco Kreuzpaintner",Claussen & Wöbke Filmproduktion GmbH,"Robert Stadlober, Kostja Ullmann, Jürgen Tonkel, Miriam Morgenstern, Alicja Bachleda, Angelika Brennfleck, Josefine Müller, Joseph M'Barek, Tristano Casanova, Roman Storm, Jeff Fischer, Johannes Franke, Anton Rattinger, Gerhard Oberwetter, Tobias van Dieken",7.2,12851,2943000,95204,2096892,51.0,56.0,42.0
Stranger Than Fiction,2006,"Comedy, Drama, Fantasy",113,USA,English,Marc Forster,Zach Helm,Columbia Pictures,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza, T.J. Jagodowski, Peter Grosz, Ricky Adams, Christian Stolte, Denise Hughes, Peggy Roeder, Tonray Ho, Tony Hale, Maggie Gyllenhaal, Danny Rhodes, Helen Young",7.6,210114,30000000,40660952,53653224,67.0,578.0,259.0
The Tale of Despereaux,2008,"Animation, Adventure, Comedy",93,"UK, USA",English,"Sam Fell, Robert Stevenhagen","Kate DiCamillo, Will McRobb",Universal Pictures,"Matthew Broderick, Dustin Hoffman, Emma Watson, Tracey Ullman, Kevin Kline, William H. Macy, Stanley Tucci, Ciarán Hinds, Robbie Coltrane, Tony Hale, Frances Conroy, Frank Langella, Richard Jenkins, Christopher Lloyd, Charles Shaughnessy",6.1,34458,60000000,50877145,86947965,53.0,108.0,116.0
Keane,2004,"Drama, Mystery, Thriller",100,USA,English,Lodge Kerrigan,Lodge Kerrigan,Canary Films,"Damian Lewis, Abigail Breslin, Amy Ryan, Liza Colón-Zayas, John Tormey, Brenda Denmark, Ed Wheeler, Christopher Evan Welch, Yvette Mercedes, Chris Bauer, Lev Gorn, Frank Wood, Alexander Robert Scott, Phil McGlaston, Tina Holmes",6.9,5159,850000,33256,476630,79.0,70.0,99.0
The Texas Chainsaw Massacre: The Beginning,2006,"Horror, Thriller",91,USA,English,Jonathan Liebesman,"Sheldon Turner, Sheldon Turner",New Line Cinema,"Jordana Brewster, Taylor Handley, Diora Baird, Matt Bomer, R. Lee Ermey, Andrew Bryniarski, Lee Tergesen, Terrence Evans, Kathy Lamkin, Marietta Marich, L.A. Calkins, Tim DeZarn, Allison Marich, Marcus H. Nelson, Lew Temple",5.8,65242,16000000,39517763,51764406,30.0,390.0,203.0
Veer-Zaara,2004,"Drama, Family, Musical",192,India,"Hindi, Urdu, Punjabi",Yash Chopra,"Aditya Chopra, Aditya Chopra",Yash Raj Films,"Shah Rukh Khan, Preity Zinta, Rani Mukerji, Kiron Kher, Divya Dutta, Boman Irani, Anupam Kher, Amitabh Bachchan, Hema Malini, Manoj Bajpayee, Zohra Sehgal, S.M. Zaheer, Tom Alter, Akhilendra Mishra, Arun Bali",7.8,45937,7000000,2938532,6887221,67.0,137.0,30.0
Infamous,2006,"Biography, Crime, Drama",110,USA,English,Douglas McGrath,"Douglas McGrath, George Plimpton",Warner Independent Pictures (WIP),"Sigourney Weaver, Toby Jones, Gwyneth Paltrow, Sandra Bullock, Isabella Rossellini, Peter Bogdanovich, Rey Arteaga, Jeff Daniels, Daniel Craig, Justin Sherburn, Andrew Halbreich, Juliet Stevenson, Michael Panes, Hope Davis, Frank G. Curcio",7.0,15770,13000000,1151330,2613717,68.0,107.0,129.0
Opal Dream,2006,"Drama, Family",85,"Australia, UK",English,Peter Cattaneo,"Peter Cattaneo, Phil Traill",Academy Features,"Sapphire Blossom, Christian Byers, Vince Colosimo, Jacqueline McKenzie, Robert Morgan, Anna Linarello, Denise Roberts, Peter Callan, Stephen Potter, Sharni Honor, Lisa Flanagan, Anthony Braun, Casey Frew, Martin Grava, Roberto Crisa",6.6,891,7296000,14443,144964,56.0,7.0,25.0
Domino,2005,"Action, Biography, Crime",127,"France, USA, UK",English,Tony Scott,"Richard Kelly, Richard Kelly",New Line Cinema,"Keira Knightley, Mickey Rourke, Edgar Ramírez, Delroy Lindo, Mo'Nique, Mena Suvari, Macy Gray, Jacqueline Bisset, Dabney Coleman, Brian Austin Green, Ian Ziering, Stanley Kamel, Peter Jacobson, T.K. Carter, Kel O'Neill",5.9,62981,50000000,10169202,22984628,36.0,383.0,187.0
Street Kings,2008,"Action, Crime, Drama",109,USA,"English, Turkish",David Ayer,"James Ellroy, Kurt Wimmer",Fox Searchlight Pictures,"Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans, Cedric the Entertainer, Jay Mohr, Terry Crews, Naomie Harris, Common, Game, Martha Higareda, John Corbett, Amaury Nolasco, Cle Sloan, Noel Gugliemi",6.8,103910,20000000,26418667,65572887,55.0,206.0,196.0
Control,2007,"Biography, Drama, Music",122,"UK, USA, Australia, Japan, France",English,Anton Corbijn,"Deborah Curtis, Matt Greenhalgh",Becker Films,"Sam Riley, Samantha Morton, Alexandra Maria Lara, Joe Anderson, James Anthony Pearson, Harry Treadaway, Craig Parkinson, Toby Kebbell, Andrew Sheridan, Robert Shelly, Richard Bremmer, Tanya Myers, Martha Myers Lowe, Matthew McNulty, David Whittington",7.7,58725,4905000,872252,8159508,78.0,154.0,187.0
Zerophilia,2005,"Comedy, Romance",90,USA,English,Martin Curland,Martin Curland,Microangelo Entertainment,"Taylor Handley, Dustin Seavey, Alison Folland, Kyle Schmid, Rebecca Mozo, Adam Zolotin, Gina Bellman, Chris Meyer, Marieh Delfino, Rick Stear, Kelly LeBrock",6.1,2190,450000,7763,7763,41.0,15.0,13.0
Gridiron Gang,2006,"Biography, Crime, Drama",125,USA,English,Phil Joanou,"Jeff Maguire, Jac Flanders",Columbia Pictures Industries,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy, Kevin Dunn, Jade Yorker, David V. Thomas, Setu Taase, Mo McRae, James Earl, Trever O'Brien, Brandon Mychal Smith, Jurnee Smollett-Bell, Michael J. Pagan, Jamal Mixon",6.9,44784,30000000,38432823,41480851,52.0,139.0,87.0
Mrs. Palfrey at the Claremont,2005,"Comedy, Drama",108,"UK, USA",English,Dan Ireland,"Martin Donovan, Dan Ireland",Cineville,"Joan Plowright, Rupert Friend, Zoë Tapper, Robert Lang, Marcia Warren, Anna Massey, Georgina Hale, Millicent Martin, Michael Culkin, Emma Pike, Carl Proctor, Timothy Bateson, Sophie Linfield, Lorcan O'Toole, Clare Higgins",7.6,3096,750000,1720953,4009677,67.0,51.0,28.0
The Proposition,2005,"Crime, Drama, Western",104,"Australia, UK","English, Aboriginal",John Hillcoat,Nick Cave,UK Film Council,"Richard Wilson, Noah Taylor, Jeremy Madrona, Jae Mamuyac, Guy Pearce, Mick Roughan, Shane Watt, Ray Winstone, Robert Morgan, David Gulpilil, Bryan Probets, Oliver Ackland, Danny Huston, David Vallon, Daniel Parker",7.4,48046,2000000,1903434,5048693,73.0,246.0,172.0
Red Eye,2005,"Action, Mystery, Thriller",85,USA,"English, Russian",Wes Craven,"Carl Ellsworth, Carl Ellsworth",DreamWorks,"Rachel McAdams, Cillian Murphy, Brian Cox, Laura Johnson, Max Kasch, Jayma Mays, Angela Paton, Suzie Plakson, Jack Scalia, Terry Press, Robert Pine, Carl Gilliard, Mary Kathleen Gordon, Loren Lester, Philip Pavel",6.4,107171,26000000,57891803,95577774,71.0,686.0,219.0
The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",166,USA,"English, Russian, French",David Fincher,"Eric Roth, Eric Roth",Warner Bros.,"Cate Blanchett, Brad Pitt, Julia Ormond, Faune Chambers Watkins, Elias Koteas, Donna Duplantier, Jacob Tolano, Earl Maddox, Ed Metzger, Jason Flemyng, Danny Vinson, David Jensen, Joeanna Sayler, Taraji P. Henson, Mahershala Ali",7.8,550920,150000000,127509326,333932083,70.0,903.0,382.0
Big Momma's House 2,2006,"Comedy, Crime",99,USA,English,John Whitesell,"Don Rhymer, Darryl Quarles",Twentieth Century Fox,"Martin Lawrence, Nia Long, Emily Procter, Zachary Levi, Mark Moses, Kat Dennings, Chloë Grace Moretz, Marisol Nichols, Josh Flitter, Dan Lauria, Jascha Washington, Jeanene Fox, Preston Shores, Trevor Shores, Sarah Brown",4.7,38500,40000000,70165972,138259062,34.0,83.0,65.0
Imagine Me & You,2005,"Comedy, Drama, Romance",90,"UK, Germany",English,Ol Parker,Ol Parker,BBC Films,"Piper Perabo, Lena Headey, Matthew Goode, Celia Imrie, Anthony Head, Darren Boyd, Sue Johnston, Boo Jackson, Sharon Horgan, Eva Birthistle, Vinette Robinson, Ben Miles, John Thompson, Mona Hammond, Rick Warden",6.8,28107,7900000,672243,2635305,49.0,160.0,86.0
Diary of a Mad Black Woman,2005,"Comedy, Drama, Romance",116,USA,English,Darren Grant,"Tyler Perry, Tyler Perry",BET Pictures,"Kimberly Elise, Steve Harris, Tyler Perry, Shemar Moore, Lisa Marcos, Tamara Taylor, Cicely Tyson, Terrell Carter, Carol Mitchell-Leon, Avery Knight, Vickie Eng, Tiffany Evans, Gary Anthony Sturgis, Bart Hansard, Chandra Currelley-Young",5.7,13076,5500000,50633099,50652203,36.0,207.0,55.0
Fur: An Imaginary Portrait of Diane Arbus,2006,"Biography, Drama, Romance",122,USA,English,Steven Shainberg,"Erin Cressida Wilson, Patricia Bosworth",Edward R. Pressman Film,"Nicole Kidman, Robert Downey Jr., Ty Burrell, Harris Yulin, Jane Alexander, Emmy Clarke, Genevieve McCarthy, Boris McGiver, Marceline Hugot, Mary Duffy, Emily Bergl, Lynn-Marie Stetson, Gwendolyn Bucci, Christina Rouner, Matt Servitto",6.5,14743,16800000,223202,2305841,50.0,100.0,103.0
Hatchet,2006,"Comedy, Horror, Thriller",85,USA,English,Adam Green,Adam Green,ArieScope Pictures,"Joel David Moore, Amara Zaragoza, Deon Richmond, Kane Hodder, Mercedes McNab, Parry Shen, Joel Murray, Joleigh Fiore, Richard Riehle, Patrika Darbo, Robert Englund, Joshua Leonard, Tony Todd, John Carl Buechler, Rileah Vanderbilt",5.7,27420,1500000,175281,208550,57.0,246.0,240.0
Marie Antoinette,2006,"Biography, Drama, History",123,"USA, France, Japan","English, Latin, French",Sofia Coppola,Sofia Coppola,Columbia Pictures,"Kirsten Dunst, Jason Schwartzman, Judy Davis, Rip Torn, Rose Byrne, Asia Argento, Molly Shannon, Shirley Henderson, Danny Huston, Marianne Faithfull, Mary Nighy, Sebastian Armesto, Jamie Dornan, Aurore Clément, Guillaume Gallienne",6.4,94778,40000000,15962471,60917189,65.0,660.0,255.0
Are We Done Yet?,2007,"Comedy, Family, Fantasy",92,"Canada, USA",English,Steve Carr,"Hank Nelken, Hank Nelken",Revolution Studios,"Ice Cube, Nia Long, John C. McGinley, Aleisha Allen, Philip Bolden, Jonathan Katz, Linda Kash, Alexander Kalugin, Dan Joffre, Pedro Miguel Arce, Tahj Mowry, Jacob Vargas, Brenda Prieur, Hayes MacArthur, Colin Strange",4.2,18583,28000000,49662533,58388068,36.0,62.0,63.0
