bom_id,imdb_id,title,actor_1,actor_2,actor_3,actor_4,director,writer,producer,cinematographer,editor,production_designer,composer
rl1600947713,tt0107977,Robin Hood: Men in Tights (1993),Cary Elwes,Richard Lewis,Roger Rees,Amy Yasbeck,Mel Brooks,J.D. Shapiro|Evan Chandler|Mel Brooks|Evan Chandler|J.D. Shapiro,Mel Brooks,"""Michael D. OShea""",Stephen E. Rivkin,Roy Forge Smith,Hummie Mann
rl1347323393,tt0106770,Dragon: The Bruce Lee Story (1993),Jason Scott Lee,Lauren Holly,Robert Wagner,Michael Learned,Rob Cohen,Robert Clouse|Linda Lee Cadwell|Edward Khmara|John Raffo|Rob Cohen,Raffaella De Laurentiis,David Eggby,Peter Amundson,Bob Ziembicki,Randy Edelman
rl2423358977,tt0108147,Sister Act 2: Back in the Habit (1993),Whoopi Goldberg,Kathy Najimy,Maggie Smith,Barnard Hughes,Bill Duke,Paul Rudnick|James Orr|Jim Cruickshank|Judi Ann Mason,Scott Rudin|Dawn Steel,Oliver Wood,John Carter|Pembroke J. Herring|Stuart H. Pappé,John DeCuir Jr.,Miles Goodman
rl3126691329,tt0107282,The Joy Luck Club (1993),Tamlyn Tomita,Rosalind Chao,Kieu Chinh,Tsai Chin,Wayne Wang,Amy Tan|Amy Tan|Ronald Bass,Ronald Bass|Patrick Markey|Amy Tan|Wayne Wang,Amir Mokri,Maysie Hoy,Donald Graham Burt,Rachel Portman
rl1599505921,tt0107076,Hard Target (1993),Jean-Claude Van Damme,Lance Henriksen,Yancy Butler,Chuck Pfarrer,John Woo,Chuck Pfarrer,Sean Daniel|James Jacks,Russell Carpenter,Bob Murawski,Phil Dagort,Graeme Revell|Tim Simonec
rl1215268353,tt0108037,The Sandlot (1993),Tom Guiry,Mike Vitar,Art LaFleur,Patrick Renna,David Mickey Evans,David Mickey Evans|Robert Gunter,Dale De La Torre|William S. Gilmore,Anthony B. Richmond,Michael A. Stevenson,Chester Kaczenski,David Newman
rl2789246465,tt0106226,The Age of Innocence (1993),Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Linda Faye Farkas,Martin Scorsese,Edith Wharton|Jay Cocks|Martin Scorsese,Barbara De Fina,Michael Ballhaus,Thelma Schoonmaker,Dante Ferretti,Elmer Bernstein
rl692946433,tt0106613,Cop & ½ (1993),Burt Reynolds,Norman D. Golden II,Ruby Dee,Holland Taylor,Henry Winkler,Arne Olsen,Paul Maslansky,Bill Butler,"Daniel P. Hanley|""Carroll Timothy OMeara""|Roger Tweten",Maria Caso,Alan Silvestri
rl443450881,tt0108071,The Secret Garden (1993),Kate Maberly,Maggie Smith,Heydon Prowse,Andrew Knott,Agnieszka Holland,Frances Hodgson Burnett|Caroline Thompson,Fred Fuchs|Tom Luddy|Fred Roos,Roger Deakins,Isabelle Lorente,Stuart Craig,Zbigniew Preisner
rl191530497,tt0107843,Point of No Return (1993),Bridget Fonda,Gabriel Byrne,Dermot Mulroney,Miguel Ferrer,John Badham,Luc Besson|Robert Getchell|Alexandra Seros,Art Linson,Michael W. Watkins,Frank Morriss,Philip Harrison,Hans Zimmer
rl1969784321,tt0107808,A Perfect World (1993),Kevin Costner,Clint Eastwood,Laura Dern,T.J. Lowther,Clint Eastwood,John Lee Hancock,Clint Eastwood|Mark Johnson|David Valdes,Jack N. Green,Joel Cox|Ron Spang,Henry Bumstead,Lennie Niehaus
rl23168513,tt0107659,Loaded Weapon 1 (1993),Emilio Estevez,Samuel L. Jackson,Jon Lovitz,Tim Curry,Gene Quintano,Don Holley|Tori Tellem|Don Holley|Gene Quintano,Suzanne Todd|David Willis,Peter Deming,Christopher Greenbury,Jaymes Hinkle,Robert Folk
rl308446721,tt0107554,Menace II Society (1993),Tyrin Turner,Larenz Tate,June Kyoto Lu,Toshi Toda,Albert Hughes|Allen Hughes,Allen Hughes|Albert Hughes|Tyger Williams|Tyger Williams,Darin Scott,Lisa Rinzler,Christopher Koefoed,Penny Barrett,Quincy Jones III
rl2003076609,tt0107630,My Life (1993),Michael Keaton,Nicole Kidman,Bradley Whitford,Queen Latifah,Bruce Joel Rubin,Bruce Joel Rubin,Hunt Lowry|Bruce Joel Rubin|Jerry Zucker,Peter James,Richard Chew,Neil Spisak,John Barry
rl795575809,tt0107840,Poetic Justice (1993),Janet Jackson,Tupac Shakur,Regina King,Joe Torry,John Singleton,John Singleton,Steve Nicolaides|John Singleton,Peter Lyons Collister,Bruce Cannon,Keith Brian Burns,Stanley Clarke
rl3963913729,tt0106375,Beethoven's 2nd (1993),Charles Grodin,Bonnie Hunt,Nicholle Tom,Christopher Castile,Rod Daniel,John Hughes|Amy Holden Jones|Len Blum,Michael C. Gross|Joe Medjuck,Bill Butler,William D. Gordean|Sheldon Kahn,Lawrence Miller,Randy Edelman
rl2120451585,tt0107501,The Man Without a Face (1993),Mel Gibson,Nick Stahl,Margaret Whitton,Fay Masterson,Mel Gibson,Isabelle Holland|Malcolm MacRury,Bruce Davey,Donald McAlpine,Antony Gibbs,Barbara Dunphy,James Horner
rl1869776385,tt0108238,Striking Distance (1993),Bruce Willis,Sarah Jessica Parker,Dennis Farina,Tom Sizemore,Rowdy Herrington,Rowdy Herrington|Marty Kaplan,Hunt Lowry|Arnon Milchan|Tony Thomopoulos,Mac Ahlberg,Pasquale Buba|Mark Helfrich,Gregg Fonseca,Brad Fiedel
rl2639824385,tt0106223,The Adventures of Huck Finn (1993),Elijah Wood,Courtney B. Vance,Robbie Coltrane,Jason Robards,Stephen Sommers,Mark Twain|Stephen Sommers,Laurence Mark,Janusz Kaminski,Bob Ducsay,Richard Sherman,Bill Conti
rl2705622529,tt0106387,Benny & Joon (1993),Johnny Depp,Mary Stuart Masterson,Aidan Quinn,Julianne Moore,Jeremiah S. Chechik,Barry Berman|Lesley McNeil|Barry Berman,Susan Arnold|Donna Roth,John Schwartzman,Carol Littleton,Neil Spisak,Rachel Portman
rl946505217,tt0107889,The Program (1993),James Caan,Halle Berry,Omar Epps,Craig Sheffer,David S. Ward,David S. Ward|Aaron Latham,Samuel Goldwyn Jr.,Victor Hammer,Kimberly Ray|Paul Seydor,Albert Brenner,Michel Colombier
rl2253882881,tt0107057,Guilty as Sin (1993),Rebecca De Mornay,Don Johnson,Stephen Lang,Jack Warden,Sidney Lumet,Larry Cohen,Martin Ransohoff,Andrzej Bartkowiak,Evan A. Lottman,Philip Rosenberg,Howard Shore
rl3563881985,tt0108002,Rudy (1993),Sean Astin,Jon Favreau,Ned Beatty,Greta Lind,David Anspaugh,Angelo Pizzo,Robert N. Fried|Cary Woods,Oliver Wood,David Rosenbloom,Robb Wilson King,Jerry Goldsmith
rl3781527041,tt0107616,Much Ado About Nothing (1993),Kenneth Branagh,Emma Thompson,Keanu Reeves,Kate Beckinsale,Kenneth Branagh,William Shakespeare|Kenneth Branagh,Kenneth Branagh|Stephen Evans|David Parfitt,Roger Lanser,Andrew Marcus,Tim Harvey,Patrick Doyle
rl3966207489,tt0107711,Nowhere to Run (1993),Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Ted Levine,Robert Harmon,Joe Eszterhas|Richard Marquand|Joe Eszterhas|Leslie Bohem|Randy Feldman,Gary Adelson|Craig Baumgarten,David Gribble,Mark Helfrich|Zach Staenberg,J. Dennis Washington,Mark Isham
rl2004387329,tt0103994,Como agua para chocolate (1992),Marco Leonardi,Lumi Cavazos,Regina Torné,Mario Iván Martínez,Alfonso Arau,Laura Esquivel|Laura Esquivel,Alfonso Arau,Steven Bernstein|Emmanuel Lubezki,Carlos Bolado|Francisco Chiu,Marco Antonio Arteaga|Gonzalo Ceja|Mauricio De Aguinaco|Ricardo M. Kaplan|Emilio Mendoza|Denise Pizzini,Leo Brouwer
rl4098524673,tt0106598,Coneheads (1993),Dan Aykroyd,Jane Curtin,Robert Knott,Jonathan Penner,Steve Barron,Tom Davis|Dan Aykroyd|Bonnie Turner|Terry Turner,Lorne Michaels,Francis Kenny,Paul Trejo,Gregg Fonseca,David Newman
rl1583580673,tt0108255,Super Mario Bros. (1993),Bob Hoskins,John Leguizamo,Dennis Hopper,Samantha Mathis,Annabel Jankel|Rocky Morton,Parker Bennett|Terry Runte|Ed Solomon,Jake Eberts|Roland Joffé,Dean Semler,Mark Goldblatt,David L. Snyder,Alan Silvestri
rl356681217,tt0106292,Another Stakeout (1993),Richard Dreyfuss,Emilio Estevez,"""Rosie ODonnell""",Dennis Farina,John Badham,Jim Kouf|Jim Kouf,Jim Kouf|Lynn Kouf|Cathleen Summers,Roy H. Wagner,Frank Morriss,Lawrence G. Paull,Arthur B. Rubinstein
rl2354284033,tt0106912,Fire in the Sky (1993),D.B. Sweeney,Robert Patrick,Craig Sheffer,Peter Berg,Robert Lieberman,Travis Walton|Tracy Tormé,Todd Black|Joe Wizan,Bill Pope,Steve Mirkovich,Laurence Bennett,Mark Isham
rl175146497,tt0108171,Sniper (1993),Tom Berenger,Billy Zane,J.T. Walsh,Aden Young,Luis Llosa,Michael Frost Beckner|Crash Leyland,Robert L. Rosen,Bill Butler,M. Scott Smith,Herbert Pinter,Gary Chang
rl3598091777,tt0108451,Untamed Heart (1993),Christian Slater,Marisa Tomei,Rosie Perez,Kyle Secor,Tony Bill,Tom Sierchio,Helen Buck Bartlett|Tony Bill,Jost Vacano,Mia Goldman,Steven J. Jordan,Cliff Eidelman
rl1701545473,tt0107863,Posse (1993),Mario Van Peebles,Stephen Baldwin,Charles Lane,"""Tommy Tiny Lister""",Mario Van Peebles,Sy Richardson|Dario Scardapane,Preston L. Holmes|Jim Steele,Peter Menzies Jr.,Mark Conte|Seth Flaum,Catherine Hardwicke,Michel Colombier
rl4048061953,tt0106500,CB4 (1993),Chris Rock,Allen Payne,Deezer D,Chris Elliott,Tamra Davis,Chris Rock|Nelson George|Chris Rock|Nelson George|Robert LoCash,Nelson George,Karl Walter Lindenlaub,Earl Watson,Nelson Coates,John Barnes
rl2705753601,tt0106466,Born Yesterday (1993),Melanie Griffith,John Goodman,Don Johnson,Edward Herrmann,Luis Mandoki,Garson Kanin|Douglas McGrath,D. Constantine Conte,Lajos Koltai,Lesley Walker,Lawrence G. Paull,George Fenton
rl1531545089,tt0106489,A Bronx Tale (1993),Robert De Niro,Chazz Palminteri,Lillo Brancato,Francis Capra,Robert De Niro,Chazz Palminteri|Chazz Palminteri,Robert De Niro|Jon Kilik|Jane Rosenthal,Reynaldo Villalobos,Robert Q. Lovett|David Ray,Wynn Thomas,Butch Barbella
rl1752270337,tt0105402,Sidekicks (1992),Chuck Norris,Beau Bridges,Jonathan Brandis,Mako,Aaron Norris,Lou Illar|Galen Thompson|Lou Illar,Don Carmody,João Fernandes,David Rawlins|Bernard Weiser,Reuben Freed,Alan Silvestri
rl3998647809,tt0107091,Heart and Souls (1993),Robert Downey Jr.,Charles Grodin,Alfre Woodard,Kyra Sedgwick,Ron Underwood,Gregory Hansen|Gregory Hansen|Erik Hansen|Brent Maddock|S.S. Wilson|Brent Maddock|S.S. Wilson|Gregory Hansen|Erik Hansen,Sean Daniel|Nancy Roberts,Michael W. Watkins,O. Nicholas Brown,John Muto,Marc Shaiman
rl863471105,tt0108358,Tombstone (1993),Kurt Russell,Val Kilmer,Sam Elliott,Bill Paxton,George P. Cosmatos|Kevin Jarre,Kevin Jarre,Sean Daniel|James Jacks|Bob Misiorowski,William A. Fraker,Harvey Rosenstock|Roberto Silvi|Frank J. Urioste,Catherine Hardwicke,Bruce Broughton
rl3713697281,tt0107254,Jason Goes to Hell: The Final Friday (1993),John D. LeMay,Kari Keegan,Kane Hodder,Steven Williams,Adam Marcus,Jay Huguely|Adam Marcus|Dean Lorey|Jay Huguely,Sean S. Cunningham,Bill Dill,David Handman,Whitney Brooke Wheeler,Harry Manfredini
rl2825422337,tt0107822,The Piano (1993),Holly Hunter,Harvey Keitel,Sam Neill,Anna Paquin,Jane Campion,Jane Campion,Jan Chapman,Stuart Dryburgh,Veronika Jenet,Andrew McAlpine,Michael Nyman
rl4251223553,tt0107665,Needful Things (1993),Max von Sydow,Ed Harris,Bonnie Bedelia,Amanda Plummer,Fraser C. Heston,Stephen King|W.D. Richter,Jack Cummins,Tony Westman,Rob Kobrin,Douglas Higgins,Patrick Doyle
